Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
1989,1,2,1,2220,2110,2356,2247,UA,188,NA,96,97,NA,69,70,SFO,PDX,550,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,3,2,2110,2110,2254,2247,UA,188,NA,104,97,NA,7,0,SFO,PDX,550,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,1,7,1419,1420,2201,2127,UA,190,NA,342,307,NA,34,-1,HNL,LAX,2556,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,2,1,1421,1420,2208,2127,UA,190,NA,347,307,NA,41,1,HNL,LAX,2556,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,3,2,1426,1420,2143,2127,UA,190,NA,317,307,NA,16,6,HNL,LAX,2556,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,4,3,1345,1345,2058,2052,UA,190,NA,313,307,NA,6,0,HNL,LAX,2556,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,5,4,1343,1345,2048,2052,UA,190,NA,305,307,NA,-4,-2,HNL,LAX,2556,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,6,5,1351,1345,2116,2052,UA,190,NA,325,307,NA,24,6,HNL,LAX,2556,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,7,6,1345,1345,2113,2052,UA,190,NA,328,307,NA,21,0,HNL,LAX,2556,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,8,7,1344,1345,2132,2052,UA,190,NA,348,307,NA,40,-1,HNL,LAX,2556,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,9,1,1344,1345,2123,2052,UA,190,NA,339,307,NA,31,-1,HNL,LAX,2556,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,10,2,1343,1345,2100,2052,UA,190,NA,317,307,NA,8,-2,HNL,LAX,2556,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,11,3,1343,1345,2102,2052,UA,190,NA,319,307,NA,10,-2,HNL,LAX,2556,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,12,4,1345,1345,2045,2052,UA,190,NA,300,307,NA,-7,0,HNL,LAX,2556,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,13,5,1345,1345,2036,2052,UA,190,NA,291,307,NA,-16,0,HNL,LAX,2556,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,14,6,1343,1345,2046,2052,UA,190,NA,303,307,NA,-6,-2,HNL,LAX,2556,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,15,7,1352,1345,2110,2052,UA,190,NA,318,307,NA,18,7,HNL,LAX,2556,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,16,1,1343,1345,2104,2052,UA,190,NA,321,307,NA,12,-2,HNL,LAX,2556,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,17,2,1345,1345,2057,2052,UA,190,NA,312,307,NA,5,0,HNL,LAX,2556,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,18,3,1344,1345,2046,2052,UA,190,NA,302,307,NA,-6,-1,HNL,LAX,2556,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,19,4,1343,1345,2056,2052,UA,190,NA,313,307,NA,4,-2,HNL,LAX,2556,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,20,5,1342,1345,2054,2052,UA,190,NA,312,307,NA,2,-3,HNL,LAX,2556,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,21,6,1344,1345,2055,2052,UA,190,NA,311,307,NA,3,-1,HNL,LAX,2556,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,22,7,1341,1345,2038,2052,UA,190,NA,297,307,NA,-14,-4,HNL,LAX,2556,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,23,1,1345,1345,2103,2052,UA,190,NA,318,307,NA,11,0,HNL,LAX,2556,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,24,2,1343,1345,2107,2052,UA,190,NA,324,307,NA,15,-2,HNL,LAX,2556,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,25,3,1347,1345,2114,2052,UA,190,NA,327,307,NA,22,2,HNL,LAX,2556,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,26,4,1342,1345,2103,2052,UA,190,NA,321,307,NA,11,-3,HNL,LAX,2556,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,27,5,1344,1345,2121,2052,UA,190,NA,337,307,NA,29,-1,HNL,LAX,2556,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,28,6,1344,1345,2055,2052,UA,190,NA,311,307,NA,3,-1,HNL,LAX,2556,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,29,7,1344,1345,2129,2052,UA,190,NA,345,307,NA,37,-1,HNL,LAX,2556,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,30,1,1343,1345,2120,2052,UA,190,NA,337,307,NA,28,-2,HNL,LAX,2556,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,31,2,1346,1345,2111,2052,UA,190,NA,325,307,NA,19,1,HNL,LAX,2556,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,1,7,1537,1340,1812,1609,UA,191,NA,335,329,NA,123,117,IAD,LAX,2288,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,2,1,1402,1340,1652,1609,UA,191,NA,350,329,NA,43,22,IAD,LAX,2288,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,3,2,1343,1340,1631,1609,UA,191,NA,348,329,NA,22,3,IAD,LAX,2288,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,4,3,1346,1340,1618,1609,UA,191,NA,332,329,NA,9,6,IAD,LAX,2288,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,5,4,1340,1340,1631,1609,UA,191,NA,351,329,NA,22,0,IAD,LAX,2288,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,6,5,1402,1340,1746,1609,UA,191,NA,404,329,NA,97,22,IAD,LAX,2288,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,7,6,1340,1340,1636,1609,UA,191,NA,356,329,NA,27,0,IAD,LAX,2288,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,8,7,1349,1340,1644,1609,UA,191,NA,355,329,NA,35,9,IAD,LAX,2288,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,9,1,1345,1340,1625,1609,UA,191,NA,340,329,NA,16,5,IAD,LAX,2288,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,10,2,1347,1340,1620,1609,UA,191,NA,333,329,NA,11,7,IAD,LAX,2288,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,11,3,1345,1340,1624,1609,UA,191,NA,339,329,NA,15,5,IAD,LAX,2288,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,12,4,1342,1340,1613,1609,UA,191,NA,331,329,NA,4,2,IAD,LAX,2288,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,13,5,1340,1340,1607,1609,UA,191,NA,327,329,NA,-2,0,IAD,LAX,2288,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,14,6,1340,1340,1637,1609,UA,191,NA,357,329,NA,28,0,IAD,LAX,2288,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,15,7,1349,1340,1654,1609,UA,191,NA,365,329,NA,45,9,IAD,LAX,2288,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,16,1,1338,1340,1612,1609,UA,191,NA,334,329,NA,3,-2,IAD,LAX,2288,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,17,2,1340,1340,1600,1609,UA,191,NA,320,329,NA,-9,0,IAD,LAX,2288,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,18,3,1341,1340,1558,1609,UA,191,NA,317,329,NA,-11,1,IAD,LAX,2288,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,19,4,1340,1340,1558,1609,UA,191,NA,318,329,NA,-11,0,IAD,LAX,2288,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,20,5,1342,1340,1605,1609,UA,191,NA,323,329,NA,-4,2,IAD,LAX,2288,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,21,6,1345,1340,1605,1609,UA,191,NA,320,329,NA,-4,5,IAD,LAX,2288,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,22,7,1345,1340,1608,1609,UA,191,NA,323,329,NA,-1,5,IAD,LAX,2288,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,23,1,1341,1340,1612,1609,UA,191,NA,331,329,NA,3,1,IAD,LAX,2288,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,24,2,1343,1340,1605,1609,UA,191,NA,322,329,NA,-4,3,IAD,LAX,2288,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,25,3,1341,1340,1605,1609,UA,191,NA,324,329,NA,-4,1,IAD,LAX,2288,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,26,4,1418,1340,1640,1609,UA,191,NA,322,329,NA,31,38,IAD,LAX,2288,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,28,6,1342,1340,1549,1609,UA,191,NA,307,329,NA,-20,2,IAD,LAX,2288,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,29,7,1340,1340,1539,1609,UA,191,NA,299,329,NA,-30,0,IAD,LAX,2288,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,30,1,1346,1340,1546,1609,UA,191,NA,300,329,NA,-23,6,IAD,LAX,2288,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,31,2,1338,1340,1547,1609,UA,191,NA,309,329,NA,-22,-2,IAD,LAX,2288,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,1,7,16,20,759,718,UA,192,NA,343,298,NA,41,-4,HNL,LAX,2556,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,8,7,22,20,814,718,UA,192,NA,352,298,NA,56,2,HNL,LAX,2556,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,15,7,16,20,732,718,UA,192,NA,316,298,NA,14,-4,HNL,LAX,2556,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,29,7,21,20,748,718,UA,192,NA,327,298,NA,30,1,HNL,LAX,2556,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,1,7,758,800,1037,1045,UA,193,NA,339,345,NA,-8,-2,EWR,LAX,2454,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,2,1,811,800,1126,1045,UA,193,NA,375,345,NA,41,11,EWR,LAX,2454,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,3,2,821,800,1116,1045,UA,193,NA,355,345,NA,31,21,EWR,LAX,2454,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,4,3,812,800,1100,1045,UA,193,NA,348,345,NA,15,12,EWR,LAX,2454,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,5,4,813,800,1114,1045,UA,193,NA,361,345,NA,29,13,EWR,LAX,2454,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,6,5,801,800,1055,1045,UA,193,NA,354,345,NA,10,1,EWR,LAX,2454,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,7,6,809,800,1129,1045,UA,193,NA,380,345,NA,44,9,EWR,LAX,2454,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,8,7,800,800,1100,1045,UA,193,NA,360,345,NA,15,0,EWR,LAX,2454,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,9,1,847,800,1201,1045,UA,193,NA,374,345,NA,76,47,EWR,LAX,2454,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,10,2,803,800,1100,1045,UA,193,NA,357,345,NA,15,3,EWR,LAX,2454,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,11,3,759,800,1049,1045,UA,193,NA,350,345,NA,4,-1,EWR,LAX,2454,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,12,4,803,800,1048,1045,UA,193,NA,345,345,NA,3,3,EWR,LAX,2454,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,13,5,758,800,1040,1045,UA,193,NA,342,345,NA,-5,-2,EWR,LAX,2454,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,14,6,759,800,1050,1045,UA,193,NA,351,345,NA,5,-1,EWR,LAX,2454,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,15,7,759,800,1053,1045,UA,193,NA,354,345,NA,8,-1,EWR,LAX,2454,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,16,1,803,800,1052,1045,UA,193,NA,349,345,NA,7,3,EWR,LAX,2454,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,17,2,758,800,1048,1045,UA,193,NA,350,345,NA,3,-2,EWR,LAX,2454,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,18,3,802,800,1031,1045,UA,193,NA,329,345,NA,-14,2,EWR,LAX,2454,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,19,4,804,800,1051,1045,UA,193,NA,347,345,NA,6,4,EWR,LAX,2454,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,20,5,759,800,1034,1045,UA,193,NA,335,345,NA,-11,-1,EWR,LAX,2454,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,21,6,758,800,1027,1045,UA,193,NA,329,345,NA,-18,-2,EWR,LAX,2454,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,22,7,800,800,1029,1045,UA,193,NA,329,345,NA,-16,0,EWR,LAX,2454,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,23,1,759,800,1029,1045,UA,193,NA,330,345,NA,-16,-1,EWR,LAX,2454,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,24,2,803,800,1043,1045,UA,193,NA,340,345,NA,-2,3,EWR,LAX,2454,NA,NA,0,NA,0,NA,NA,NA,NA,NA
